Date,Maximum Air Temperature,Minimum Air Temperature,Grass Minimum Temperature,~38 Quartile Humidity,Rainfall,Total rainfall since 1st January,Against an average of
2012-05-04,31.2,24.4,24.0,87.7,35.7,424.7,375.0
2012-05-03,30.8,28.0,26.3,83.6,0.0,389.0,368.7
2012-05-02,31.9,27.8,25.9,77.7,0.4,389.0,357.8
2012-05-01,30.5,27.8,25.7,85.6,0.0,388.6,341.2
2012-04-30,30.1,26.6,25.1,84.9,0.5,388.6,336.1
2012-04-29,30.2,23.9,23.1,88.7,21.2,388.1,330.3
2012-04-28,25.9,21.3,21.0,97.9,22.2,366.9,323.7
2012-04-27,23.6,21.5,21.1,95.9,34.5,344.7,318.9
2012-04-26,28.8,22.0,22.3,77.4,0.0,310.2,313.1
2012-04-25,29.0,23.6,22.3,87.0,4.8,310.2,308.2
2012-04-24,28.4,25.6,23.3,86.7,0.0,305.4,304.1
2012-04-23,28.0,23.5,23.1,86.5,0.3,305.4,297.0
2012-04-22,28.5,21.9,19.9,65.2,0.0,305.1,287.6
2012-04-21,25.8,21.1,19.9,76.5,0.0,305.1,283.2
2012-04-20,23.1,20.8,20.2,102.9,66.2,305.1,277.4
2012-04-19,22.9,21.7,21.8,99.9,28.2,237.1,273.5
2012-04-18,22.9,21.1,21.1,93.2,0.0,210.7,260.5
2012-04-17,23.9,20.0,21.1,97.8,16.6,210.7,257.9
2012-04-16,28.8,22.5,21.8,87.5,11.8,194.1,252.1
2012-04-15,29.6,25.5,23.8,76.9,0.0,182.3,251.5
2012-04-14,29.5,25.2,23.6,84.3,0.0,182.3,249.7
2012-04-13,29.5,24.7,23.0,82.1,0.0,182.3,244.0
2012-04-12,27.8,23.7,22.2,81.0,0.0,182.3,238.7
2012-04-11,28.5,22.3,21.4,74.4,0.0,182.3,230.8
2012-04-10,27.9,21.6,21.2,85.6,0.0,182.3,225.6
2012-04-09,25.9,20.3,19.6,87.9,28.9,182.3,216.4
2012-04-08,22.1,19.9,19.7,88.2,0.3,153.4,210.2
2012-04-07,21.4,18.4,18.7,67.4,0.0,153.1,201.5
2012-04-06,20.7,18.2,18.7,97.9,10.9,153.1,196.6
2012-04-05,23.2,20.4,20.0,94.9,48.5,142.2,187.8
2012-04-04,23.9,20.9,20.8,78.0,0.0,93.7,180.7
2012-04-03,28.4,22.0,20.3,73.2,0.0,93.7,174.3
2012-04-02,24.6,20.1,19.1,84.0,0.0,93.7,166.5
2012-04-01,23.4,19.0,18.0,61.2,0.0,93.7,162.7
2012-03-31,26.1,20.5,20.0,61.9,0.0,93.7,161.3
2012-03-30,25.0,21.0,19.9,83.7,0.0,93.7,159.6
2012-03-29,26.1,19.7,17.8,71.6,0.0,93.7,154.8
2012-03-28,24.2,19.1,16.3,65.0,0.0,93.7,148.6
2012-03-27,23.8,17.7,14.5,54.6,0.0,93.7,147.0
2012-03-26,23.8,15.5,13.3,34.6,0.0,93.7,142.4
2012-03-25,22.6,15.5,14.4,50.1,0.0,93.7,140.1
2012-03-24,21.6,13.6,14.1,47.5,0.1,93.7,132.3
2012-03-23,25.3,16.7,16.6,72.4,0.0,93.6,129.3
2012-03-22,24.5,17.7,18.0,77.1,0.0,93.6,124.1
2012-03-21,20.6,18.0,18.5,82.0,0.0,93.6,120.0
2012-03-20,22.7,19.0,18.6,85.5,0.0,93.6,119.2
2012-03-19,22.5,19.4,18.6,85.4,0.0,93.6,118.1
2012-03-18,28.8,20.0,18.0,66.7,0.0,93.6,113.9
2012-03-17,26.3,19.9,19.3,75.9,0.0,93.6,112.6
2012-03-16,22.6,18.1,18.1,92.9,0.2,93.6,107.3
2012-03-15,19.3,15.1,15.5,88.8,0.6,93.4,103.9
2012-03-14,17.9,14.6,15.1,88.1,0.0,92.8,101.9
2012-03-13,15.7,12.9,13.8,94.9,1.7,92.8,101.7
2012-03-12,13.5,11.4,12.7,98.9,6.6,91.1,101.4
2012-03-11,14.4,11.7,13.4,87.8,8.4,84.5,99.3
2012-03-10,15.4,12.5,14.5,79.7,0.0,76.1,98.7
2012-03-09,17.1,13.9,15.8,92.8,0.2,76.1,97.5
2012-03-08,17.7,16.4,17.3,102.8,3.3,75.9,96.7
2012-03-07,22.2,17.6,18.3,101.8,0.0,72.6,96.3
2012-03-06,27.4,21.9,20.8,85.9,0.3,72.6,95.9
2012-03-05,25.8,18.8,19.0,87.0,0.0,72.3,94.8
2012-03-04,19.6,16.4,17.1,99.9,0.5,72.3,93.0
2012-03-03,21.0,16.9,17.6,99.8,0.2,71.8,91.0
2012-03-02,24.4,18.2,16.7,90.7,0.0,71.6,86.7
2012-03-01,18.2,14.9,15.1,101.7,0.0,71.6,82.2
2012-02-29,15.8,13.8,14.0,93.5,0.5,71.6,79.1
2012-02-28,15.3,9.8,10.3,97.8,18.0,71.1,78.9
2012-02-27,12.8,10.9,12.6,89.4,0.0,53.1,77.3
2012-02-26,14.9,12.2,13.6,86.5,0.0,53.1,75.4
2012-02-25,17.1,14.8,15.8,103.8,0.0,53.1,73.9
2012-02-24,21.0,15.9,16.7,102.0,0.5,53.1,71.1
2012-02-23,21.3,18.8,18.5,107.0,2.9,52.6,69.4
2012-02-22,19.3,17.2,16.8,101.8,1.3,49.7,67.0
2012-02-21,19.0,15.6,15.2,83.6,1.7,48.4,65.6
2012-02-20,17.1,13.3,12.8,73.2,0.0,46.7,64.3
2012-02-19,17.9,12.3,12.8,64.0,0.0,46.7,62.6
2012-02-18,16.3,11.6,12.8,72.2,0.0,46.7,60.3
2012-02-17,17.0,13.2,13.7,71.2,0.0,46.7,57.6
2012-02-16,17.8,15.3,15.9,85.5,0.0,46.7,54.0
2012-02-15,20.8,16.2,16.9,99.7,0.0,46.7,52.6
2012-02-14,21.3,17.9,17.7,89.6,0.3,46.7,50.8
2012-02-13,22.2,15.9,17.7,82.5,0.0,46.4,48.9
2012-02-12,19.7,14.0,14.2,79.0,0.0,46.4,47.5
2012-02-11,16.8,12.0,12.7,83.0,0.0,46.4,44.9
2012-02-10,16.9,13.0,13.7,93.2,0.0,46.4,42.6
2012-02-09,13.5,11.5,12.7,81.9,0.0,46.4,41.5
2012-02-08,13.8,11.0,12.2,84.2,0.7,46.4,40.8
2012-02-07,20.8,11.5,13.5,70.8,3.1,45.7,38.2
2012-02-06,20.1,17.5,16.6,94.7,0.4,42.6,32.5
2012-02-05,19.3,15.8,14.8,85.2,0.1,42.2,30.8
2012-02-04,17.4,14.0,14.2,86.7,0.0,42.1,28.4
2012-02-03,15.3,13.1,14.3,82.7,0.0,42.1,27.8
2012-02-02,18.4,14.8,13.9,79.5,0.0,42.1,26.6
2012-02-01,18.4,13.7,12.0,74.8,0.0,42.1,25.0
2012-01-31,17.6,13.4,12.6,62.2,0.0,42.1,24.7
2012-01-30,17.9,13.9,12.7,71.3,0.0,42.1,24.4
2012-01-29,16.5,13.8,13.9,88.4,0.0,42.1,23.5
2012-01-28,20.0,14.8,13.0,81.4,0.0,42.1,22.9
2012-01-27,15.8,13.3,12.8,97.2,0.0,42.1,22.0
2012-01-26,13.4,9.0,10.5,95.7,0.8,42.1,21.3
2012-01-25,10.2,7.4,9.7,90.6,2.2,41.3,19.8
2012-01-24,12.2,8.9,10.4,96.6,4.5,39.1,18.6
2012-01-23,11.8,9.4,11.2,86.5,1.3,34.6,17.5
2012-01-22,16.3,10.6,12.4,88.3,0.0,33.3,14.8
2012-01-21,16.9,15.9,15.7,92.1,0.0,33.3,14.7
2012-01-20,19.2,16.4,15.7,87.4,0.0,33.3,14.3
2012-01-19,22.4,17.7,15.7,85.5,0.0,33.3,14.1
2012-01-18,19.7,15.6,13.7,84.0,0.0,33.3,12.8
2012-01-17,18.7,15.2,13.1,75.6,0.0,33.3,11.9
2012-01-16,16.6,14.5,15.4,89.9,8.7,33.3,11.0
2012-01-15,18.2,16.0,16.2,104.9,19.1,24.6,10.7
2012-01-14,18.9,16.0,15.7,92.5,0.6,5.5,9.9
2012-01-13,17.3,14.9,14.6,87.4,2.3,4.9,8.6
2012-01-12,16.8,13.6,14.0,80.3,0.9,2.6,7.9
2012-01-11,18.3,14.9,13.8,72.0,0.4,1.7,7.5
2012-01-10,18.3,13.8,11.5,74.5,0.0,1.3,6.7
2012-01-09,18.8,13.3,11.8,73.3,0.0,1.3,6.7
2012-01-08,18.0,13.9,14.1,76.4,0.0,1.3,6.7
2012-01-07,15.2,13.1,13.2,87.3,0.0,1.3,5.8
2012-01-06,15.6,10.7,11.8,83.5,0.5,1.3,5.0
2012-01-05,11.9,10.2,11.1,80.0,0.8,0.8,4.0
2012-01-04,16.0,11.8,12.8,68.2,0.0,0.0,1.8
2012-01-03,19.6,15.5,13.7,69.2,0.0,0.0,1.4
2012-01-02,18.3,15.5,14.2,75.1,0.0,0.0,0.3
2012-01-01,20.0,15.4,13.9,72.6,0.0,0.0,0.0
2011-12-31,19.8,14.8,14.6,73.5,0.4,1487.2,2382.7
2011-12-30,19.6,16.5,15.2,77.6,0.0,1486.8,2380.8
2011-12-29,20.7,16.1,13.4,78.0,0.0,1486.8,2378.5
2011-12-28,20.6,15.1,12.9,76.8,0.0,1486.8,2376.7
2011-12-27,18.0,15.1,12.4,74.4,0.0,1486.8,2376.3
2011-12-26,17.9,13.9,11.0,55.5,0.0,1486.8,2376.0
2011-12-25,15.9,10.3,8.0,42.2,0.0,1486.8,2374.5
2011-12-24,15.6,10.6,9.1,36.8,0.0,1486.8,2373.5
2011-12-23,17.7,12.6,11.1,62.0,0.0,1486.8,2372.2
2011-12-22,20.5,16.1,13.9,59.6,0.0,1486.8,2371.8
2011-12-21,22.0,17.2,16.4,64.4,0.0,1486.8,2370.9
2011-12-20,18.7,16.7,15.0,65.6,0.0,1486.8,2369.8
2011-12-19,19.2,14.0,12.4,66.4,0.0,1486.8,2369.5
2011-12-18,18.6,13.6,12.3,65.4,0.0,1486.8,2368.5
2011-12-17,17.8,14.4,14.6,65.4,0.0,1486.8,2365.0
2011-12-16,19.0,15.1,13.1,58.2,0.0,1486.8,2364.4
2011-12-15,22.2,17.5,14.9,59.0,0.0,1486.8,2364.3
2011-12-14,21.6,17.7,15.9,66.8,0.0,1486.8,2363.9
2011-12-13,20.7,14.1,11.4,55.6,0.0,1486.8,2363.5
2011-12-12,18.6,11.7,9.8,43.4,0.0,1486.8,2361.7
2011-12-11,16.3,9.6,9.0,41.9,0.0,1486.8,2360.3
2011-12-10,15.9,11.0,10.0,38.7,0.0,1486.8,2359.8
2011-12-09,16.3,13.4,13.4,58.6,0.0,1486.8,2359.8
2011-12-08,22.9,15.7,19.0,63.0,0.0,1486.8,2359.1
2011-12-07,24.5,20.4,19.0,77.8,0.0,1486.8,2357.0
2011-12-06,21.8,17.6,18.7,83.7,1.2,1486.8,2356.9
2011-12-05,20.2,18.1,16.1,77.4,1.2,1485.6,2356.9
2011-12-04,20.2,14.4,13.4,57.0,0.0,1484.4,2356.9
2011-12-03,19.4,11.8,11.9,41.5,0.0,1484.4,2356.8
2011-12-02,17.8,13.4,13.3,57.7,0.0,1484.4,2355.1
2011-12-01,21.8,14.9,17.0,65.6,0.0,1484.4,2349.0
2011-11-30,26.3,21.5,20.3,74.7,0.0,1484.4,2348.2
2011-11-29,25.0,21.6,19.9,73.5,0.0,1484.4,2347.9
2011-11-28,24.7,20.2,18.8,73.9,0.0,1484.4,2347.6
2011-11-27,24.5,19.3,18.3,69.7,0.0,1484.4,2344.9
2011-11-26,22.3,20.1,19.7,70.9,0.0,1484.4,2344.3
2011-11-25,21.3,19.6,19.7,69.0,0.0,1484.4,2342.2
2011-11-24,22.7,18.7,18.0,65.7,0.0,1484.4,2341.5
2011-11-23,23.8,20.7,19.0,61.0,0.0,1484.4,2341.3
2011-11-22,23.7,20.2,20.5,65.8,0.0,1484.4,2340.7
2011-11-21,22.3,20.8,20.7,66.6,0.0,1484.4,2340.2
2011-11-20,24.4,21.2,20.3,75.2,0.0,1484.4,2339.2
2011-11-19,26.4,23.7,22.3,80.8,1.1,1484.4,2339.1
2011-11-18,26.9,22.6,22.5,92.9,8.6,1483.3,2338.0
2011-11-17,24.5,22.6,22.3,84.9,18.1,1474.7,2336.4
2011-11-16,25.5,21.7,21.4,77.5,0.0,1456.6,2336.1
2011-11-15,26.2,22.1,22.1,75.1,0.0,1456.6,2334.3
2011-11-14,25.3,22.6,22.2,81.8,0.0,1456.6,2332.6
2011-11-13,26.6,21.1,19.0,66.7,0.0,1456.6,2331.7
2011-11-12,24.7,19.6,17.1,68.3,0.0,1456.6,2331.5
2011-11-11,22.0,18.1,19.5,72.9,0.0,1456.6,2329.3
2011-11-10,21.2,17.7,19.6,77.1,0.2,1456.6,2327.1
2011-11-09,22.1,18.8,20.3,91.8,44.2,1456.4,2326.4
2011-11-08,24.3,21.9,22.9,97.7,13.9,1412.2,2325.5
2011-11-07,28.0,24.3,24.3,77.5,0.0,1398.3,2323.0
2011-11-06,28.8,25.7,24.5,79.3,0.0,1398.3,2322.0
2011-11-05,28.8,24.8,23.4,80.9,0.0,1398.3,2321.6
2011-11-04,29.7,24.7,23.8,68.6,0.0,1398.3,2319.8
2011-11-03,29.0,24.1,23.4,71.6,0.0,1398.3,2316.3
2011-11-02,28.9,23.3,22.3,63.4,0.0,1398.3,2315.7
2011-11-01,27.7,22.3,21.4,60.3,0.0,1398.3,2313.7
2011-10-31,27.0,23.0,22.0,66.8,0.0,1398.3,2313.2
2011-10-30,27.0,22.3,21.9,72.1,0.0,1398.3,2309.0
2011-10-29,27.4,21.7,20.7,67.9,0.0,1398.3,2305.5
2011-10-28,27.1,22.9,21.7,69.1,0.0,1398.3,2303.8
2011-10-27,26.0,21.3,21.7,74.5,1.5,1398.3,2300.6
2011-10-26,25.7,22.0,22.3,78.1,0.1,1396.8,2298.9
2011-10-25,26.6,22.4,23.1,80.9,0.5,1396.7,2292.9
2011-10-24,28.9,23.1,22.0,70.8,0.0,1396.2,2292.0
2011-10-23,27.4,23.9,23.0,78.7,0.0,1396.2,2290.5
2011-10-22,27.9,23.6,22.5,71.6,0.0,1396.2,2287.9
2011-10-21,28.9,22.4,21.4,63.6,0.0,1396.2,2285.8
2011-10-20,27.6,21.7,21.0,68.1,0.0,1396.2,2282.7
2011-10-19,26.5,22.8,21.8,67.7,0.0,1396.2,2274.7
2011-10-18,27.4,22.7,21.4,69.3,0.0,1396.2,2265.0
2011-10-17,29.4,23.0,22.0,55.5,0.0,1396.2,2258.9
2011-10-16,29.6,22.9,22.0,55.7,0.0,1396.2,2246.7
2011-10-15,28.3,23.4,23.7,66.8,0.0,1396.2,2239.3
2011-10-14,27.1,24.3,24.3,88.8,3.8,1396.2,2229.9
2011-10-13,26.2,24.1,24.1,100.9,30.7,1392.4,2221.0
2011-10-12,25.1,23.6,23.3,100.9,105.8,1361.7,2217.0
2011-10-11,25.5,24.2,24.7,96.7,6.9,1255.9,2214.6
2011-10-10,29.0,24.4,24.8,77.6,5.3,1249.0,2209.9
2011-10-09,30.2,24.6,23.9,72.3,0.0,1243.7,2201.4
2011-10-08,28.8,24.6,24.6,73.3,0.0,1243.7,2200.2
2011-10-07,27.8,24.8,24.2,80.5,0.0,1243.7,2199.9
2011-10-06,27.9,23.3,23.5,78.5,0.1,1243.7,2199.9
2011-10-05,26.0,23.3,23.2,82.4,0.1,1243.6,2192.8
2011-10-04,25.2,22.2,21.9,80.3,0.0,1243.5,2179.1
2011-10-03,24.0,21.5,22.1,82.1,1.6,1243.5,2175.6
2011-10-02,27.1,23.5,24.8,82.4,3.3,1241.9,2170.4
2011-10-01,27.5,25.4,24.9,87.7,12.7,1238.6,2165.6
2011-09-30,28.9,27.0,25.9,92.4,2.7,1225.9,2161.2
2011-09-29,28.2,25.3,25.8,90.5,30.8,1223.2,2154.3
2011-09-28,31.3,26.2,25.3,66.8,2.5,1192.4,2141.9
2011-09-27,30.8,26.2,25.9,75.9,0.0,1189.9,2139.2
2011-09-26,30.8,25.1,24.4,75.6,0.2,1189.9,2136.6
2011-09-25,26.2,23.9,24.2,78.6,4.2,1189.7,2121.3
2011-09-24,27.4,24.2,24.4,72.8,0.0,1185.5,2106.0
2011-09-23,27.5,23.4,24.1,73.6,0.3,1185.5,2096.4
2011-09-22,26.9,23.9,23.1,70.4,0.0,1185.2,2083.2
2011-09-21,27.7,23.2,23.2,70.3,0.0,1185.2,2076.0
2011-09-20,27.6,24.9,24.2,76.5,0.0,1185.2,2066.2
2011-09-19,31.7,25.3,24.2,78.5,16.1,1185.2,2060.1
2011-09-18,29.9,27.4,26.6,85.1,0.5,1169.1,2048.3
2011-09-17,32.8,27.2,27.0,74.0,0.2,1168.6,2043.8
2011-09-16,32.3,26.8,26.3,78.2,1.0,1168.4,2038.6
2011-09-15,32.0,24.1,23.6,76.6,10.9,1167.4,2020.3
2011-09-14,32.7,26.0,25.5,67.4,2.7,1156.5,2015.3
2011-09-13,32.6,26.1,25.9,66.4,2.7,1153.8,1998.3
2011-09-12,32.4,25.9,25.1,77.6,0.6,1151.1,1991.1
2011-09-11,30.8,26.2,25.1,81.6,20.4,1150.5,1985.4
2011-09-10,31.7,26.6,27.1,67.4,2.6,1130.1,1978.1
2011-09-09,32.8,27.8,27.2,68.2,0.0,1127.5,1968.6
2011-09-08,32.2,27.9,27.3,77.7,0.0,1127.5,1960.3
2011-09-07,32.0,27.0,27.1,76.0,0.2,1127.5,1951.8
2011-09-06,31.9,27.9,27.1,77.5,0.0,1127.3,1943.1
2011-09-05,32.2,27.7,27.2,79.8,0.0,1127.3,1927.8
2011-09-04,31.5,26.6,26.6,81.1,1.8,1127.3,1917.8
2011-09-03,30.7,25.8,26.0,88.7,22.6,1125.5,1907.2
2011-09-02,31.2,27.2,27.1,71.4,0.0,1102.9,1897.0
2011-09-01,30.1,27.4,26.6,73.2,0.1,1102.9,1886.8
2011-08-31,33.4,28.7,26.6,59.2,0.5,1102.8,1873.7
2011-08-30,33.3,28.8,27.6,60.3,0.0,1102.3,1858.3
2011-08-29,33.7,27.7,27.3,64.0,0.2,1102.3,1850.9
2011-08-28,32.0,28.0,26.9,68.0,0.0,1102.1,1845.4
2011-08-27,32.9,27.5,26.9,68.0,5.2,1102.1,1838.1
2011-08-26,31.8,27.0,27.0,74.7,0.0,1096.9,1825.7
2011-08-25,30.9,26.4,27.3,76.2,13.7,1096.9,1812.8
2011-08-24,32.4,27.1,26.8,73.5,3.9,1083.2,1794.3
2011-08-23,32.4,28.2,27.2,72.6,0.0,1079.3,1768.6
2011-08-22,30.4,28.1,27.3,83.0,1.4,1079.3,1752.4
2011-08-21,32.5,28.1,27.5,78.7,0.0,1077.9,1732.0
2011-08-20,33.0,25.6,25.3,72.6,3.7,1077.9,1712.9
2011-08-19,33.0,27.8,27.2,70.8,0.0,1074.2,1700.0
2011-08-18,32.5,27.1,26.5,77.9,0.0,1074.2,1691.5
2011-08-17,30.5,27.2,26.8,82.5,10.1,1074.2,1684.4
2011-08-16,32.3,28.1,26.5,70.0,8.5,1064.1,1664.6
2011-08-15,31.9,27.9,26.9,74.6,0.0,1055.6,1638.9
2011-08-14,32.8,28.0,26.9,58.6,0.0,1055.6,1625.2
2011-08-13,32.9,27.9,26.8,68.4,0.0,1055.6,1614.2
2011-08-12,32.0,27.6,26.6,73.8,0.0,1055.6,1602.7
2011-08-11,32.2,26.0,25.5,75.8,17.9,1055.6,1582.4
2011-08-10,28.3,25.2,25.8,94.7,60.5,1037.7,1561.6
2011-08-09,31.5,26.0,25.8,82.6,9.9,977.2,1543.2
2011-08-08,31.1,25.6,24.5,77.3,22.1,967.3,1533.9
2011-08-07,35.0,28.6,27.5,64.7,0.0,945.2,1526.4
2011-08-06,33.2,28.0,26.8,67.4,0.0,945.2,1518.6
2011-08-05,33.5,27.8,26.6,71.7,0.0,945.2,1511.7
2011-08-04,34.2,27.3,26.2,70.8,0.0,945.2,1501.5
2011-08-03,32.6,27.2,26.1,66.9,0.0,945.2,1488.7
2011-08-02,32.9,27.3,26.3,63.9,0.0,945.2,1465.6
2011-08-01,33.7,26.8,26.4,67.0,0.0,945.2,1444.4
2011-07-31,32.5,27.1,26.5,75.9,0.0,945.2,1429.2
2011-07-30,31.7,26.6,26.0,85.0,0.0,945.2,1417.9
2011-07-29,30.1,25.9,25.0,85.5,12.4,945.2,1404.9
2011-07-28,33.7,27.5,26.2,69.2,0.0,932.8,1391.6
2011-07-27,33.9,28.2,27.1,68.8,0.0,932.8,1381.0
2011-07-26,33.1,27.8,26.6,70.4,0.0,932.8,1366.0
2011-07-25,33.4,28.3,26.8,72.7,0.0,932.8,1355.1
2011-07-24,32.2,27.3,26.0,73.8,0.0,932.8,1343.2
2011-07-23,32.5,27.8,26.7,68.8,0.0,932.8,1330.0
2011-07-22,32.9,26.5,25.8,73.7,4.2,932.8,1318.0
2011-07-21,31.2,26.7,25.5,75.0,0.0,928.6,1287.7
2011-07-20,28.6,25.9,25.3,90.7,15.2,928.6,1279.3
2011-07-19,30.0,25.6,24.7,83.5,5.6,913.4,1272.6
2011-07-18,30.9,25.6,24.7,83.0,4.3,907.8,1256.2
2011-07-17,29.9,27.1,25.6,81.1,0.2,903.5,1237.0
2011-07-16,28.0,24.6,24.2,89.7,60.5,903.3,1223.9
2011-07-15,28.3,25.2,24.7,95.8,34.9,842.8,1216.4
2011-07-14,28.7,25.9,26.7,93.6,12.4,807.9,1205.4
2011-07-13,30.0,26.0,25.7,89.8,21.8,795.5,1194.7
2011-07-12,28.9,26.6,26.6,88.5,10.9,773.7,1178.2
2011-07-11,31.1,27.1,26.9,84.6,33.2,762.8,1157.3
2011-07-10,32.9,27.6,27.5,71.9,0.0,729.6,1146.0
2011-07-09,32.1,28.2,27.8,73.6,0.0,729.6,1141.1
2011-07-08,32.9,28.4,27.5,69.5,0.0,729.6,1133.6
2011-07-07,32.7,28.2,26.8,71.0,0.0,729.6,1126.2
2011-07-06,32.9,28.0,26.6,66.2,0.0,729.6,1118.4
2011-07-05,32.7,27.7,26.9,67.6,0.0,729.6,1109.0
2011-07-04,32.8,27.7,26.4,72.3,0.0,729.6,1101.4
2011-07-03,32.4,27.8,26.4,74.3,0.0,729.6,1089.3
2011-07-02,31.6,27.4,26.2,77.8,0.0,729.6,1074.0
2011-07-01,29.8,26.3,25.4,87.7,11.2,729.6,1063.6
2011-06-30,30.5,24.9,24.3,89.8,5.3,718.4,1054.8
2011-06-29,28.9,24.6,24.3,93.8,76.5,713.1,1046.1
2011-06-28,29.0,24.7,24.6,92.8,106.6,636.6,1036.9
2011-06-27,31.7,27.9,26.9,76.9,0.0,530.0,1029.6
2011-06-26,29.5,28.0,27.1,82.7,0.0,530.0,1019.7
2011-06-25,32.2,27.1,26.2,70.9,0.0,530.0,1006.5
2011-06-24,31.1,26.9,26.4,85.1,0.6,530.0,992.0
2011-06-23,29.5,26.5,25.9,88.8,0.0,529.4,982.7
2011-06-22,28.6,25.4,25.9,92.7,41.4,529.4,966.4
2011-06-21,33.2,26.4,27.6,68.5,8.3,488.0,957.1
2011-06-20,33.5,27.6,27.4,66.7,0.0,479.7,949.1
2011-06-19,32.4,27.5,26.9,76.0,0.0,479.7,943.0
2011-06-18,32.5,27.1,26.0,74.1,1.2,479.7,934.0
2011-06-17,29.9,26.1,25.5,97.8,77.5,478.5,907.3
2011-06-16,28.4,24.9,25.6,89.8,75.2,401.0,877.2
2011-06-15,32.2,27.7,26.9,78.2,2.4,325.8,850.7
2011-06-14,31.7,28.4,26.9,74.3,2.4,323.4,846.4
2011-06-13,31.7,26.7,26.4,83.0,5.9,321.0,841.9
2011-06-12,29.5,24.9,24.6,85.8,28.4,315.1,830.1
2011-06-11,32.2,27.0,26.0,76.5,11.6,286.7,820.2
2011-06-10,33.4,27.1,25.9,66.4,0.0,275.1,805.0
2011-06-09,34.5,26.1,25.6,67.4,2.8,275.1,793.4
2011-06-08,32.2,28.2,26.7,77.6,0.0,272.3,766.7
2011-06-07,31.8,28.5,26.7,76.0,0.0,272.3,758.1
2011-06-06,31.3,28.2,26.7,76.2,0.0,272.3,742.3
2011-06-05,32.6,27.8,26.5,76.3,0.0,272.3,731.6
2011-06-04,31.6,27.1,25.7,72.4,0.0,272.3,720.9
2011-06-03,31.0,26.7,25.3,70.4,0.0,272.3,702.6
2011-06-02,31.5,26.1,24.9,78.7,0.0,272.3,685.8
2011-06-01,31.3,25.6,24.6,63.4,0.0,272.3,676.9
2011-05-31,32.5,23.3,22.6,51.4,0.0,272.3,666.6
2011-05-30,29.7,23.7,22.8,56.3,0.0,272.3,651.2
2011-05-29,29.4,25.3,23.7,78.4,0.0,272.3,636.8
2011-05-28,30.2,24.5,23.5,58.8,0.0,272.3,621.8
2011-05-27,30.0,24.2,23.1,65.1,0.0,272.3,607.6
2011-05-26,29.6,22.7,22.7,59.6,0.0,272.3,598.5
2011-05-25,24.7,21.0,22.0,84.3,0.3,272.3,593.7
2011-05-24,24.7,19.8,19.8,80.6,4.9,272.0,586.2
2011-05-23,26.4,23.2,22.5,83.9,9.3,267.1,575.0
2011-05-22,26.8,23.2,22.5,94.9,69.8,257.8,571.0
2011-05-21,29.6,24.6,24.6,86.8,42.8,188.0,561.4
2011-05-20,30.6,24.6,23.6,76.1,0.0,145.2,551.5
2011-05-19,29.6,23.6,22.7,76.8,0.0,145.2,527.5
2011-05-18,28.9,22.1,21.5,53.8,0.0,145.2,516.1
2011-05-17,24.7,22.4,22.4,91.2,0.3,145.2,510.2
2011-05-16,28.7,23.5,23.7,89.6,7.5,144.9,499.0
2011-05-15,25.1,23.6,23.4,98.7,2.9,137.4,494.8
2011-05-14,28.1,23.4,22.9,91.8,14.5,134.5,483.0
2011-05-13,28.8,24.8,24.2,88.6,33.5,120.0,478.4
2011-05-12,32.5,27.7,26.2,75.8,0.2,86.5,472.5
2011-05-11,33.0,27.5,26.4,74.8,0.0,86.3,467.7
2011-05-10,32.9,26.2,24.4,64.8,0.0,86.3,450.0
2011-05-09,30.5,25.3,24.0,82.2,0.0,86.3,438.3
2011-05-08,29.5,25.5,24.2,80.0,0.0,86.3,430.3
2011-05-07,31.3,25.4,24.1,74.8,0.0,86.3,413.0
2011-05-06,30.2,23.8,23.1,79.4,0.0,86.3,402.9
2011-05-05,24.8,22.5,22.5,94.4,0.0,86.3,393.3
2011-05-04,26.7,23.1,23.4,86.3,0.7,86.3,384.6
2011-05-03,30.7,25.9,24.3,76.7,0.0,85.6,374.9
2011-05-02,29.8,25.1,23.9,82.1,0.0,85.6,362.5
2011-05-01,28.4,24.1,23.0,84.3,0.0,85.6,342.5
2011-04-30,27.1,23.2,22.3,78.6,0.1,85.6,337.1
2011-04-29,23.9,22.5,22.1,97.7,6.3,85.5,325.6
2011-04-28,27.6,23.6,22.9,85.2,0.4,79.2,315.1
2011-04-27,29.1,23.4,21.5,73.6,0.0,78.8,305.5
2011-04-26,28.0,21.7,19.6,48.6,0.0,78.8,300.1
2011-04-25,28.9,20.9,18.3,55.9,0.0,78.8,295.1
2011-04-24,28.4,19.7,17.4,40.7,0.0,78.8,292.3
2011-04-23,23.2,19.7,19.0,84.5,2.3,78.8,290.8
2011-04-22,28.2,21.7,20.6,70.2,0.2,76.5,281.6
2011-04-21,27.1,21.0,20.0,75.9,0.0,76.3,275.8
2011-04-20,24.6,20.5,19.8,71.4,0.0,76.3,269.3
2011-04-19,27.5,21.3,19.3,56.0,0.0,76.3,265.0
2011-04-18,27.0,21.7,20.7,74.7,0.0,76.3,258.3
2011-04-17,28.1,22.9,23.4,87.7,26.7,76.3,256.4
2011-04-16,28.2,22.7,20.8,74.1,0.0,49.6,252.1
2011-04-15,29.4,22.0,20.3,66.9,0.0,49.6,249.5
2011-04-14,29.6,21.0,18.9,67.6,0.0,49.6,248.0
2011-04-13,28.5,20.2,19.5,53.0,0.0,49.6,244.1
