Date,Maximum Air Temperature,Minimum Air Temperature,Grass Minimum Temperature,~38 Quartile Humidity,Rainfall,Total rainfall since 1st January,Against an average of
2016-09-14,32.6,26.9,26.2,64.0,0.0,2217.3,2076.9
2016-09-13,30.9,26.0,26.0,82.6,8.5,2217.3,2055.1
2016-09-12,32.7,26.0,25.6,77.5,0.0,2208.8,2038.6
2016-09-11,31.6,25.9,24.7,82.6,6.6,2208.8,2031.2
2016-09-10,27.7,24.5,24.9,97.8,53.2,2202.2,2022.5
2016-09-09,29.4,25.5,25.7,90.5,16.3,2149.0,2010.5
2016-09-08,28.4,25.5,25.3,91.7,2.8,2132.7,1996.6
2016-09-07,28.0,25.4,25.3,95.6,20.4,2129.9,1986.9
2016-09-06,27.7,25.7,25.9,91.8,10.8,2109.5,1971.8
2016-09-05,29.2,25.8,25.9,89.8,75.3,2098.7,1958.7
2016-09-04,30.1,27.0,26.8,86.0,0.0,2023.4,1949.0
2016-09-03,31.2,25.7,26.0,83.8,7.0,2023.4,1940.1
2016-09-02,31.0,27.5,27.0,84.2,6.1,2016.4,1929.1
2016-09-01,30.0,25.2,24.4,89.7,68.9,2010.3,1918.8
2016-08-31,31.5,26.6,25.7,73.6,0.2,1941.4,1905.5
2016-08-30,31.2,26.1,25.5,65.0,0.0,1941.2,1894.2
2016-08-29,28.0,26.2,25.7,75.1,0.0,1941.2,1887.3
2016-08-28,31.0,25.4,26.5,78.7,8.7,1941.2,1878.0
2016-08-27,33.2,27.0,27.4,79.0,3.5,1932.5,1869.6
2016-08-26,33.6,28.1,27.3,65.0,0.0,1929.0,1857.7
2016-08-25,34.4,28.1,27.1,70.8,0.0,1929.0,1847.6
2016-08-24,33.5,27.9,27.2,68.8,0.0,1929.0,1836.6
2016-08-23,33.4,27.2,26.9,65.8,0.0,1929.0,1812.9
2016-08-22,33.0,27.3,26.5,74.1,0.0,1929.0,1800.0
2016-08-21,31.2,24.5,23.4,84.7,39.9,1929.0,1775.5
2016-08-20,32.4,27.4,26.2,78.7,3.8,1889.1,1761.7
2016-08-19,31.3,26.5,26.2,88.8,10.5,1885.3,1744.3
2016-08-18,28.7,25.9,25.3,98.8,50.9,1874.8,1727.8
2016-08-17,28.0,25.3,25.5,100.8,40.9,1823.9,1719.2
2016-08-16,26.9,25.5,24.8,98.8,49.9,1783.0,1707.4
2016-08-15,28.4,25.6,25.1,93.8,19.1,1733.1,1679.4
2016-08-14,29.4,25.8,25.1,90.8,25.7,1714.0,1665.1
2016-08-13,32.3,27.1,26.3,79.3,0.0,1688.3,1653.0
2016-08-12,29.4,26.9,25.9,86.2,0.4,1688.3,1640.1
2016-08-11,29.9,25.2,25.9,80.7,42.1,1687.9,1622.6
2016-08-10,29.3,24.7,25.3,91.8,39.8,1645.8,1603.7
2016-08-09,32.7,26.1,28.0,84.5,33.5,1606.0,1584.4
2016-08-08,33.4,28.6,27.7,76.9,0.0,1572.5,1575.3
2016-08-07,33.4,28.2,27.0,75.9,0.0,1572.5,1570.5
2016-08-06,33.2,27.4,26.4,70.1,0.0,1572.5,1562.4
2016-08-05,32.3,27.0,26.3,75.6,0.0,1572.5,1548.9
2016-08-04,28.6,26.1,25.9,99.8,20.9,1572.5,1535.5
2016-08-03,27.8,26.1,25.9,94.8,17.3,1551.6,1521.5
2016-08-02,29.5,25.1,23.8,88.5,121.0,1534.3,1498.0
2016-08-01,31.6,26.8,27.3,66.7,4.6,1413.3,1483.2
2016-07-31,33.9,27.0,26.6,69.1,1.2,1408.7,1473.3
2016-07-30,33.5,28.7,27.2,67.9,0.0,1407.5,1464.7
2016-07-29,33.7,27.6,26.5,64.6,0.0,1407.5,1456.5
2016-07-28,32.9,28.1,27.3,66.8,0.0,1407.5,1439.0
2016-07-27,33.4,28.0,27.8,68.7,0.0,1407.5,1424.8
2016-07-26,32.0,27.0,26.4,85.3,8.0,1407.5,1411.7
2016-07-25,35.0,28.3,27.4,65.8,0.0,1399.5,1405.4
2016-07-24,34.0,28.0,27.0,61.6,0.0,1399.5,1398.6
2016-07-23,32.8,28.0,27.1,71.7,0.0,1399.5,1390.6
2016-07-22,32.9,28.1,27.1,69.8,0.0,1399.5,1378.5
2016-07-21,33.3,27.5,26.7,71.6,0.3,1399.5,1347.0
2016-07-20,31.9,25.6,24.8,77.7,16.8,1399.2,1333.8
2016-07-19,32.3,26.7,26.5,78.4,4.4,1382.4,1327.3
2016-07-18,32.4,28.7,27.3,68.4,0.6,1378.0,1308.5
2016-07-17,33.2,29.0,27.9,75.8,0.0,1377.4,1288.4
2016-07-16,33.2,29.0,27.1,77.6,0.3,1377.4,1276.0
2016-07-15,33.0,28.6,26.9,78.0,1.0,1377.1,1261.9
2016-07-14,30.3,26.4,24.7,87.7,10.2,1376.1,1246.9
2016-07-13,31.7,25.6,24.6,87.8,35.2,1365.9,1238.9
2016-07-12,29.0,27.0,26.5,87.0,0.1,1330.7,1225.9
2016-07-11,31.1,26.1,26.9,82.6,11.7,1330.6,1206.7
2016-07-10,31.3,26.2,25.1,79.1,1.7,1318.9,1199.3
2016-07-09,35.6,26.4,25.1,63.8,10.3,1317.2,1191.9
2016-07-08,34.2,28.1,27.0,67.8,0.0,1306.9,1184.0
2016-07-07,34.0,27.9,27.5,69.9,0.0,1306.9,1176.7
2016-07-06,28.8,24.7,25.5,97.8,33.6,1306.9,1166.1
2016-07-05,32.6,25.8,26.2,79.6,9.8,1273.3,1152.1
2016-07-04,33.0,28.0,26.2,78.1,3.8,1263.5,1143.9
2016-07-03,31.5,27.3,27.0,83.1,2.7,1259.7,1130.8
2016-07-02,32.0,26.9,26.3,80.2,20.8,1257.0,1115.5
2016-07-01,33.0,27.7,26.1,77.2,3.4,1236.2,1106.4
2016-06-30,33.1,27.8,26.4,76.4,1.8,1232.8,1096.9
2016-06-29,33.3,27.5,26.4,77.6,20.4,1231.0,1084.2
2016-06-28,32.3,26.3,25.8,77.5,37.1,1210.6,1076.5
2016-06-27,35.1,28.6,27.4,70.2,1.7,1173.5,1062.8
2016-06-26,35.1,29.4,28.2,69.5,0.0,1171.8,1049.0
2016-06-25,35.5,28.9,27.7,65.5,0.0,1171.8,1027.0
2016-06-24,35.2,28.8,27.2,59.4,0.0,1171.8,1004.9
2016-06-23,34.1,28.4,26.9,64.5,0.0,1171.8,985.8
2016-06-22,33.7,28.5,27.3,68.7,0.0,1171.8,966.5
2016-06-21,33.7,28.7,27.3,68.6,0.0,1171.8,956.8
2016-06-20,34.4,28.6,27.4,70.7,0.0,1171.8,944.7
2016-06-19,34.2,27.8,26.4,74.8,0.0,1171.8,936.0
2016-06-18,30.8,27.7,26.9,86.2,13.1,1171.8,927.3
2016-06-17,32.1,26.7,26.4,80.5,2.5,1158.7,914.9
2016-06-16,31.4,28.2,26.6,82.7,2.8,1156.2,891.9
2016-06-15,32.0,29.3,27.3,81.4,0.6,1153.4,869.7
2016-06-14,31.7,29.2,26.9,83.6,0.0,1152.8,857.2
2016-06-13,31.5,28.5,26.3,86.9,0.1,1152.8,847.7
2016-06-12,29.2,25.4,24.8,94.8,28.2,1152.7,829.1
2016-06-11,27.8,25.4,24.2,97.8,85.5,1124.5,818.6
2016-06-10,31.1,26.6,26.4,84.5,9.1,1039.0,795.5
2016-06-09,31.7,26.6,25.7,82.2,0.0,1029.9,778.4
2016-06-08,30.0,24.1,23.4,85.8,46.5,1029.9,741.8
2016-06-07,30.7,26.3,25.0,85.3,0.4,983.4,729.3
2016-06-06,29.1,24.8,23.8,87.9,77.6,983.0,704.7
2016-06-05,30.4,25.0,24.8,81.7,7.6,905.4,689.0
2016-06-04,33.8,24.7,25.9,74.1,12.4,897.8,681.5
2016-06-03,32.4,29.0,27.5,83.6,0.0,885.4,668.3
2016-06-02,33.0,28.7,27.2,77.6,0.0,885.4,658.6
2016-06-01,32.8,28.6,26.8,78.7,0.0,885.4,650.8
2016-05-31,31.8,28.7,26.5,80.4,0.0,885.4,640.8
2016-05-30,32.1,28.0,26.4,77.9,0.1,885.4,625.3
2016-05-29,31.0,27.2,24.4,84.3,0.8,885.3,611.5
2016-05-28,30.3,24.5,24.4,88.8,62.9,884.5,594.7
2016-05-27,29.1,26.0,25.4,90.7,14.4,821.6,581.8
2016-05-26,29.5,26.7,26.2,88.0,0.1,807.2,570.3
2016-05-25,30.9,26.2,25.1,80.0,0.0,807.1,563.8
2016-05-24,30.7,25.4,24.8,80.3,0.0,807.1,557.0
2016-05-23,28.9,24.8,24.1,79.8,0.0,807.1,547.1
2016-05-22,30.8,25.3,24.2,73.0,0.0,807.1,540.5
2016-05-21,28.3,24.7,24.6,86.9,37.6,807.1,533.2
2016-05-20,26.2,24.3,24.0,98.8,16.1,769.5,519.5
2016-05-19,28.1,24.0,23.6,86.9,0.0,753.4,498.9
2016-05-18,26.3,23.4,22.9,73.3,0.0,753.4,488.0
2016-05-17,24.6,23.2,22.9,84.0,1.2,753.4,482.1
2016-05-16,27.1,22.5,23.7,66.0,0.3,752.2,472.8
2016-05-15,29.8,24.4,24.2,83.6,1.0,751.9,468.9
2016-05-14,27.7,24.0,24.2,88.7,4.7,750.9,460.1
2016-05-13,27.8,24.4,24.3,81.8,0.0,746.2,455.2
2016-05-12,27.6,23.7,23.6,78.6,0.0,746.2,453.7
2016-05-11,28.8,23.4,23.7,69.5,0.0,746.2,449.5
2016-05-10,28.4,23.7,24.4,89.8,60.3,746.2,438.9
2016-05-09,30.6,26.9,25.2,81.0,0.0,685.9,425.9
2016-05-08,31.2,27.3,26.1,77.8,0.0,685.9,417.2
2016-05-07,31.0,27.1,25.9,81.8,0.0,685.9,397.9
2016-05-06,30.5,27.2,24.8,87.0,0.0,685.9,389.8
2016-05-05,30.9,26.2,24.4,85.1,0.0,685.9,385.1
2016-05-04,28.2,23.2,22.6,90.4,0.0,685.9,375.0
2016-05-03,30.8,22.8,22.6,81.6,30.7,685.9,368.7
2016-05-02,29.8,22.8,22.9,89.8,0.3,655.2,357.8
2016-05-01,23.4,20.4,20.7,97.6,3.1,654.9,341.2
2016-04-30,23.4,20.8,21.4,81.2,1.5,651.8,336.1
2016-04-29,26.3,22.9,22.9,74.7,0.0,650.3,330.3
2016-04-28,28.2,24.7,23.5,81.4,1.7,650.3,323.7
2016-04-27,29.1,25.4,23.7,82.5,0.9,648.6,318.9
2016-04-26,28.5,26.0,24.1,89.1,0.0,647.7,313.1
2016-04-25,28.4,23.9,22.5,89.9,12.4,647.7,308.2
2016-04-24,26.1,23.2,22.0,94.7,41.4,635.3,304.1
2016-04-23,27.7,22.6,21.6,91.3,2.8,593.9,297.0
2016-04-22,26.1,21.0,21.6,80.6,8.3,591.1,287.6
2016-04-21,28.4,22.0,21.3,83.7,0.0,582.8,283.2
2016-04-20,22.9,20.2,20.1,92.4,0.0,582.8,277.4
2016-04-19,21.8,20.1,20.3,89.0,0.0,582.8,273.5
2016-04-18,26.7,20.1,20.8,87.7,23.7,582.8,260.5
2016-04-17,27.5,24.1,22.4,92.8,0.0,559.1,257.9
2016-04-16,28.1,20.6,20.1,86.9,0.0,559.1,252.1
2016-04-15,23.5,20.6,20.1,104.8,3.4,559.1,251.5
2016-04-14,25.2,21.6,20.7,105.9,0.7,555.7,249.7
2016-04-13,25.1,20.9,19.9,103.0,76.4,555.0,244.0
2016-04-12,21.3,19.9,19.9,97.9,11.4,478.6,238.7
2016-04-11,22.8,20.1,20.3,96.5,0.4,467.2,230.8
2016-04-10,26.3,21.3,21.2,93.7,22.1,466.8,225.6
2016-04-09,27.5,24.4,22.5,89.2,0.0,444.7,216.4
2016-04-08,27.9,23.2,22.5,86.7,0.0,444.7,210.2
2016-04-07,26.9,22.4,22.0,88.6,0.0,444.7,201.5
2016-04-06,26.5,21.5,20.9,89.7,0.0,444.7,196.6
2016-04-05,24.4,20.7,19.0,96.6,0.0,444.7,187.8
2016-04-04,28.1,20.7,20.4,82.5,4.3,444.7,180.7
2016-04-03,26.5,21.0,19.4,82.5,0.0,440.4,174.3
2016-04-02,23.8,19.8,19.4,89.5,0.0,440.4,166.5
2016-04-01,25.3,19.9,18.8,82.6,0.0,440.4,162.7
2016-03-31,25.5,19.1,17.6,80.5,0.0,440.4,161.3
2016-03-30,22.2,18.4,16.3,77.1,0.0,440.4,159.6
2016-03-29,19.4,15.7,14.0,55.1,0.0,440.4,154.8
2016-03-28,19.9,15.2,13.5,56.2,0.0,440.4,148.6
2016-03-27,22.4,14.6,12.8,35.6,0.0,440.4,147.0
2016-03-26,20.2,12.6,11.3,61.3,0.0,440.4,142.4
2016-03-25,15.7,11.6,12.8,65.6,1.4,440.4,140.1
2016-03-24,17.7,12.7,14.3,104.9,33.4,439.0,132.3
2016-03-23,20.6,17.1,16.4,103.9,8.7,405.6,129.3
2016-03-22,17.3,15.9,15.8,103.8,1.7,396.9,124.1
2016-03-21,18.2,16.4,16.2,97.9,59.6,395.2,120.0
2016-03-20,23.1,17.6,17.6,92.8,0.3,335.6,119.2
2016-03-19,24.9,20.3,18.4,94.9,0.0,335.3,118.1
2016-03-18,21.9,17.2,15.9,101.0,0.0,335.3,113.9
2016-03-17,17.4,15.6,14.9,105.8,2.2,335.3,112.6
2016-03-16,16.3,14.1,14.0,96.6,1.1,333.1,107.3
2016-03-15,15.5,14.0,14.0,75.0,0.0,332.0,103.9
2016-03-14,16.5,14.2,13.5,86.5,0.8,332.0,101.9
2016-03-13,17.0,14.4,13.9,102.8,6.8,331.2,101.7
2016-03-12,14.5,12.7,13.2,86.4,0.1,324.4,101.4
2016-03-11,14.3,10.0,12.0,76.6,0.1,324.3,99.3
2016-03-10,17.2,10.0,12.7,90.8,16.8,324.2,98.7
2016-03-09,22.9,17.1,18.3,98.8,15.5,307.4,97.5
2016-03-08,21.5,18.9,18.5,98.5,0.0,291.9,96.7
2016-03-07,21.3,18.9,17.7,95.4,0.2,291.9,96.3
2016-03-06,25.9,19.2,17.2,72.9,0.0,291.7,95.9
2016-03-05,23.1,19.2,17.5,77.5,0.0,291.7,94.8
2016-03-04,23.2,18.1,15.9,83.7,0.0,291.7,93.0
2016-03-03,23.8,15.4,13.4,63.9,0.0,291.7,91.0
2016-03-02,20.6,14.4,12.9,59.7,0.0,291.7,86.7
2016-03-01,19.7,14.6,13.1,66.2,0.0,291.7,82.2
2016-02-29,24.8,14.4,12.0,43.2,0.0,291.7,79.1
2016-02-28,20.9,13.3,11.9,67.4,0.0,291.7,78.9
2016-02-27,17.5,13.8,12.9,79.8,0.0,291.7,77.3
2016-02-26,17.6,14.0,13.6,77.5,0.0,291.7,75.4
2016-02-25,16.8,13.5,13.3,75.0,0.0,291.7,73.9
2016-02-24,15.5,12.3,13.4,78.8,0.0,291.7,71.1
2016-02-23,16.7,13.7,14.0,90.9,0.5,291.7,69.4
2016-02-22,17.6,14.6,14.2,93.7,0.5,291.2,67.0
2016-02-21,15.9,14.7,12.9,79.4,0.0,290.7,65.6
2016-02-20,20.1,12.5,12.6,59.7,2.4,290.7,64.3
2016-02-19,16.3,14.6,13.5,91.8,4.4,288.3,62.6
2016-02-18,15.0,11.7,12.2,87.6,3.4,283.9,60.3
2016-02-17,14.4,11.6,12.0,77.6,1.7,280.5,57.6
2016-02-16,15.1,10.9,11.8,63.0,0.0,278.8,54.0
2016-02-15,17.5,11.4,12.7,65.4,0.3,278.8,52.6
2016-02-14,24.6,17.4,17.6,72.7,0.0,278.5,50.8
2016-02-13,25.9,21.3,18.5,86.5,0.0,278.5,48.9
2016-02-12,21.6,17.6,17.4,100.8,0.1,278.5,47.5
2016-02-11,22.4,17.2,14.3,86.6,0.0,278.4,44.9
2016-02-10,17.3,15.3,12.8,53.5,0.2,278.4,42.6
2016-02-09,21.2,12.7,10.0,48.6,0.0,278.2,41.5
2016-02-08,19.6,11.6,9.1,37.4,0.0,278.2,40.8
2016-02-07,18.1,9.9,7.7,27.3,0.0,278.2,38.2
2016-02-06,17.4,11.2,8.9,35.2,0.0,278.2,32.5
2016-02-05,18.6,12.3,11.2,62.2,0.0,278.2,30.8
2016-02-04,18.8,13.3,12.5,70.6,0.0,278.2,28.4
2016-02-03,14.3,10.3,11.0,80.3,0.0,278.2,27.8
2016-02-02,11.2,9.4,10.6,80.4,0.0,278.2,26.6
2016-02-01,15.6,10.7,11.8,89.8,11.3,278.2,25.0
2016-01-31,16.2,15.3,14.8,91.3,0.3,266.9,24.7
2016-01-30,19.9,16.2,14.8,86.5,0.0,266.6,24.4
2016-01-29,17.4,15.9,14.8,101.9,32.8,266.6,23.5
2016-01-28,17.4,14.8,13.3,102.9,42.5,233.8,22.9
2016-01-27,15.3,9.8,10.2,90.6,3.5,191.3,22.0
2016-01-26,13.5,8.1,7.7,50.0,0.0,187.8,21.3
2016-01-25,10.8,4.3,5.4,38.8,0.0,187.8,19.8
2016-01-24,7.1,3.1,6.1,52.5,4.0,187.8,18.6
2016-01-23,10.4,7.0,9.0,71.9,0.5,183.8,17.5
2016-01-22,16.2,10.3,11.9,92.7,12.9,183.3,14.8
2016-01-21,17.1,15.1,14.9,102.7,0.1,170.4,14.7
2016-01-20,16.8,14.8,14.9,89.6,3.3,170.3,14.3
2016-01-19,17.6,15.3,14.9,78.3,0.0,167.0,14.1
2016-01-18,17.8,11.9,12.4,78.4,0.0,167.0,12.8
2016-01-17,20.6,14.8,14.6,84.9,24.6,167.0,11.9
2016-01-16,17.1,15.5,15.4,101.8,12.3,142.4,11.0
2016-01-15,16.1,14.5,15.1,102.8,38.8,130.1,10.7
2016-01-14,17.5,15.6,14.3,82.4,1.1,91.3,9.9
2016-01-13,18.7,14.2,14.3,75.4,0.0,90.2,8.6
2016-01-12,18.5,16.1,16.2,80.8,0.0,90.2,7.9
2016-01-11,20.4,16.5,16.3,87.9,30.7,90.2,7.5
2016-01-10,18.5,17.2,16.8,87.7,6.9,59.5,6.7
2016-01-09,18.9,17.1,15.9,81.3,0.0,52.6,6.7
2016-01-08,21.0,16.5,16.0,72.7,0.0,52.6,6.7
2016-01-07,21.4,17.0,16.8,77.6,0.0,52.6,5.8
2016-01-06,24.3,19.0,17.7,76.8,0.0,52.6,5.0
2016-01-05,21.3,20.2,18.9,101.8,46.7,52.6,4.0
2016-01-04,22.3,19.1,18.6,92.6,0.0,5.9,1.8
2016-01-03,20.3,18.0,17.9,97.8,5.6,5.9,1.4
2016-01-02,21.7,17.2,15.8,77.1,0.3,0.3,0.3
2016-01-01,19.9,16.8,15.8,72.1,0.0,0.0,0.0
2015-12-31,20.5,15.5,14.9,68.2,0.0,1874.5,2398.5
2015-12-30,19.2,15.2,15.8,76.2,0.4,1874.5,2396.8
2015-12-29,18.9,16.4,15.3,75.3,0.0,1874.1,2393.9
2015-12-28,18.6,16.3,16.5,78.8,0.0,1874.1,2392.1
2015-12-27,18.8,16.9,16.5,88.1,0.4,1874.1,2391.5
2015-12-26,19.7,16.9,16.9,78.0,0.0,1873.7,2390.8
2015-12-25,21.4,16.1,17.6,72.4,0.2,1873.7,2389.4
2015-12-24,24.7,21.1,20.3,92.7,0.0,1873.5,2388.6
2015-12-23,22.3,19.8,17.9,96.5,0.0,1873.5,2387.1
2015-12-22,20.6,18.7,17.9,91.3,0.6,1873.5,2386.7
2015-12-21,21.1,17.1,16.2,77.5,0.0,1872.9,2386.5
2015-12-20,18.6,17.0,15.1,67.6,0.7,1872.9,2386.4
2015-12-19,18.2,13.8,12.3,60.4,0.0,1872.2,2385.6
2015-12-18,16.5,11.3,10.8,39.0,0.0,1872.2,2385.1
2015-12-17,15.2,11.5,11.2,35.7,0.0,1872.2,2384.1
2015-12-16,17.2,13.4,12.5,43.4,0.0,1872.2,2383.7
2015-12-15,20.4,16.0,15.2,66.6,0.0,1872.2,2383.2
2015-12-14,21.3,19.1,18.5,83.1,0.0,1872.2,2381.7
2015-12-13,21.0,19.7,18.7,90.8,0.0,1872.2,2381.4
2015-12-12,20.7,19.4,18.4,88.5,0.0,1872.2,2379.8
2015-12-11,23.0,17.9,16.9,72.1,0.0,1872.2,2378.4
2015-12-10,20.9,17.6,16.7,86.7,0.0,1872.2,2377.6
2015-12-09,18.9,16.9,16.7,93.8,44.6,1872.2,2377.4
2015-12-08,19.0,17.0,17.2,81.8,0.7,1827.6,2377.0
2015-12-07,19.3,15.4,16.3,72.6,0.0,1826.9,2374.1
2015-12-06,18.1,15.4,16.5,74.3,1.0,1826.9,2373.8
2015-12-05,20.3,15.7,17.2,81.6,15.7,1825.9,2373.8
2015-12-04,21.0,18.4,18.2,76.1,0.0,1810.2,2373.8
2015-12-03,22.3,19.6,19.6,76.8,0.0,1810.2,2373.8
2015-12-02,25.0,22.2,20.9,81.5,0.0,1810.2,2372.0
2015-12-01,25.1,22.0,20.5,79.2,0.0,1810.2,2371.8
2015-11-30,25.2,20.4,18.7,71.3,0.0,1810.2,2371.7
2015-11-29,24.1,20.3,19.0,75.4,0.0,1810.2,2371.2
2015-11-28,22.9,19.2,17.5,67.5,0.0,1810.2,2370.9
2015-11-27,20.4,15.3,14.5,55.8,0.0,1810.2,2368.2
2015-11-26,21.2,15.8,15.4,39.8,0.0,1810.2,2367.5
2015-11-25,25.3,18.2,18.6,67.6,0.0,1810.2,2365.9
2015-11-24,26.6,23.3,22.1,70.3,0.0,1810.2,2365.2
2015-11-23,28.4,23.7,22.9,73.7,0.0,1810.2,2365.1
2015-11-22,27.6,24.0,22.9,75.4,0.0,1810.2,2364.9
2015-11-21,26.0,23.9,22.5,81.3,0.0,1810.2,2364.2
2015-11-20,25.9,24.4,23.0,86.5,0.0,1810.2,2361.0
2015-11-19,28.5,24.5,23.0,82.2,0.0,1810.2,2360.9
2015-11-18,29.1,24.1,22.7,77.5,0.0,1810.2,2359.8
2015-11-17,27.2,24.4,22.8,92.5,0.0,1810.2,2358.4
2015-11-16,25.9,23.6,21.9,96.8,3.9,1810.2,2358.1
2015-11-15,24.8,23.5,21.9,94.6,6.5,1806.3,2354.9
2015-11-14,26.9,22.3,21.8,84.0,0.0,1799.8,2352.7
2015-11-13,25.3,21.0,22.1,91.7,10.4,1799.8,2352.0
2015-11-12,24.2,23.6,22.7,90.1,0.3,1789.4,2351.8
2015-11-11,25.4,22.6,22.5,83.1,1.1,1789.1,2349.5
2015-11-10,25.9,24.0,23.5,84.6,0.3,1788.0,2348.4
2015-11-09,30.3,24.8,23.3,77.1,0.0,1787.7,2348.2
2015-11-08,28.7,25.5,23.9,82.9,0.0,1787.7,2347.3
2015-11-07,28.4,25.2,23.8,85.8,0.3,1787.7,2346.0
2015-11-06,26.3,24.7,23.8,86.8,0.0,1787.4,2345.1
2015-11-05,28.2,24.5,23.0,76.6,0.0,1787.4,2344.5
2015-11-04,26.6,23.1,21.7,77.4,0.0,1787.4,2341.9
2015-11-03,25.8,22.3,21.0,74.0,0.0,1787.4,2338.6
2015-11-02,26.0,19.7,20.1,67.3,0.0,1787.4,2336.6
2015-11-01,24.5,20.4,20.3,69.5,0.0,1787.4,2334.6
2015-10-31,27.2,24.4,23.3,78.4,0.5,1787.4,2334.0
2015-10-30,29.6,25.3,23.9,75.9,0.0,1786.9,2333.5
2015-10-29,28.4,25.5,24.2,82.7,0.0,1786.9,2331.0
2015-10-28,29.2,25.5,23.8,83.8,0.0,1786.9,2330.5
2015-10-27,30.1,24.3,23.2,71.9,0.0,1786.9,2327.5
2015-10-26,26.2,24.5,23.7,88.0,0.7,1786.9,2326.1
2015-10-25,26.6,25.4,23.5,80.5,0.2,1786.2,2323.1
2015-10-24,29.6,24.9,23.0,69.4,0.0,1786.0,2322.5
2015-10-23,30.7,24.8,23.2,62.5,0.0,1786.0,2322.3
2015-10-22,30.6,25.3,23.5,62.1,0.0,1786.0,2320.7
2015-10-21,29.2,24.3,22.4,65.6,0.0,1786.0,2319.5
2015-10-20,29.1,23.8,22.1,57.4,0.0,1786.0,2315.6
2015-10-19,28.2,23.1,21.3,55.8,0.0,1786.0,2310.5
2015-10-18,29.1,23.5,21.6,54.1,0.0,1786.0,2309.7
2015-10-17,30.8,23.6,22.5,45.4,0.0,1786.0,2306.7
2015-10-16,29.4,23.3,22.5,63.5,0.0,1786.0,2304.2
2015-10-15,28.7,23.1,21.4,74.5,0.0,1786.0,2300.6
2015-10-14,28.2,23.1,21.8,72.5,0.0,1786.0,2292.4
2015-10-13,27.8,23.3,21.7,63.1,0.0,1786.0,2286.4
2015-10-12,24.9,21.0,20.5,67.0,0.0,1786.0,2282.3
2015-10-11,22.1,18.5,20.5,76.3,2.0,1786.0,2279.9
2015-10-10,26.6,21.1,22.4,78.0,1.0,1784.0,2275.8
2015-10-09,29.4,24.8,23.6,67.8,0.0,1783.0,2270.3
2015-10-08,30.0,26.1,23.4,69.1,0.0,1783.0,2269.5
2015-10-07,27.6,25.0,22.6,91.8,5.8,1783.0,2269.3
2015-10-06,26.8,25.3,23.7,104.8,50.7,1777.2,2268.3
2015-10-05,27.8,25.4,24.8,98.8,15.6,1726.5,2262.0
2015-10-04,27.8,24.9,22.5,98.7,38.1,1710.9,2248.4
2015-10-03,29.7,24.2,22.5,76.6,46.4,1672.8,2246.3
2015-10-02,31.6,26.5,25.6,70.3,7.0,1626.4,2240.3
2015-10-01,31.7,26.4,26.4,79.8,0.3,1619.4,2235.8
2015-09-30,32.7,28.2,25.3,70.3,0.0,1619.1,2233.1
2015-09-29,31.3,27.4,25.7,57.0,0.0,1619.1,2226.7
2015-09-28,32.8,25.8,24.7,52.6,0.0,1619.1,2216.3
2015-09-27,30.2,26.5,24.8,78.8,4.6,1619.1,2212.4
2015-09-26,32.2,26.9,26.2,80.5,10.2,1614.5,2209.4
2015-09-25,32.2,28.1,25.7,72.6,0.0,1604.3,2198.9
2015-09-24,32.0,27.4,25.4,69.8,0.0,1604.3,2185.4
2015-09-23,32.0,27.3,26.2,80.1,0.0,1604.3,2177.6
2015-09-22,31.0,26.3,24.8,81.7,2.9,1604.3,2172.2
2015-09-21,28.7,25.5,25.6,75.5,16.9,1601.4,2165.7
2015-09-20,31.1,27.1,25.6,73.5,0.0,1584.5,2149.7
2015-09-19,30.6,26.8,25.5,79.6,0.0,1584.5,2140.7
2015-09-18,31.8,26.8,26.3,72.5,0.0,1584.5,2132.3
2015-09-17,30.6,27.1,26.0,78.5,0.0,1584.5,2129.7
2015-09-16,31.0,26.9,26.0,79.3,1.5,1584.5,2118.7
2015-09-15,31.9,26.5,26.5,66.1,0.0,1583.0,2095.8
2015-09-14,31.4,25.9,24.3,65.8,0.0,1583.0,2076.9
2015-09-13,31.2,25.8,24.0,64.0,0.0,1583.0,2055.1
2015-09-12,30.5,26.2,25.3,75.4,0.0,1583.0,2038.6
2015-09-11,31.0,26.8,25.0,74.4,0.0,1583.0,2031.2
2015-09-10,31.3,26.5,24.9,66.4,0.0,1583.0,2022.5
2015-09-09,31.2,26.5,24.3,68.4,0.0,1583.0,2010.5
2015-09-08,30.7,26.4,24.3,66.8,0.0,1583.0,1996.6
2015-09-07,29.6,26.7,25.1,90.5,7.3,1583.0,1986.9
2015-09-06,32.3,27.8,25.4,77.7,0.0,1575.7,1971.8
2015-09-05,31.9,27.2,25.2,72.1,0.0,1575.7,1958.7
2015-09-04,32.9,27.0,25.1,75.3,0.0,1575.7,1949.0
2015-09-03,29.0,25.8,24.1,93.4,0.2,1575.7,1940.1
2015-09-02,27.7,24.5,24.1,97.7,39.0,1575.5,1929.1
2015-09-01,28.9,25.7,25.7,92.6,5.3,1536.5,1918.8
2015-08-31,29.0,25.8,25.4,89.5,0.0,1531.2,1905.5
2015-08-30,27.9,25.8,25.5,96.5,9.7,1531.2,1894.2
2015-08-29,29.6,26.5,26.0,81.9,0.9,1521.5,1887.3
2015-08-28,31.2,26.9,26.0,77.7,0.0,1520.6,1878.0
2015-08-27,32.4,27.0,26.3,75.9,0.0,1520.6,1869.6
